seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,learning_mode,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
4,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6497499999999999,0.7791666666666667,0.1791666666666667,0.030718366746224576,0.2687333333333333,0.36666666666666664,0.18333333333333332,0.028575552876929998,0.08151666666666667,0.14166666666666666,0.10833333333333334,0.018520776621585463,0.3199970139479095,0.421084382237286,0.17668002063661356,0.03239163713714991,0.3197153770953264,0.421084382237286,0.17668002063661356,0.031968113345630725,0.013935713446536251,0.0354420518803987,0.029135181563938524,0.004621416265810906,0.014266666666666667,0.05416666666666667,0.05416666666666667,0.009238566507370672,1.6360282662946974,1.8005383008850382,0.2739762540887878,0.05143726391346018,1.0,1.0,0.0,0.0,0.08299999999999999,0.25,0.25,0.05114784492836747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
5,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6518333333333333,0.7666666666666667,0.19166666666666665,0.028681197867437665,0.27031666666666665,0.3541666666666667,0.15000000000000002,0.02725032619580503,0.07784999999999999,0.15,0.0875,0.01680367849939742,0.31129989663506874,0.4020205490847459,0.17090046521076813,0.028518011332504513,0.3113372991615773,0.4020205490847459,0.17090046521076813,0.028551322357261797,0.012540697822376998,0.029163048910952546,0.023462424086789092,0.0036145556399260355,0.0123,0.0375,0.0375,0.0077613000056548365,1.5997427971040616,1.7602162930470198,0.3037556880887402,0.04637828290943344,1.0,1.0,0.0,0.0,0.08128571428571428,0.2857142857142857,0.2857142857142857,0.05219449497909189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
6,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6483666666666666,0.7958333333333333,0.16666666666666663,0.03289670702871845,0.2732166666666667,0.3625,0.16666666666666666,0.03079186851535104,0.07841666666666668,0.13333333333333333,0.1,0.018140845564024236,0.31556657337599237,0.41082035573031855,0.17911486073294144,0.03183413794971455,0.31550916130843315,0.41082035573031855,0.17911486073294144,0.0318082243892326,0.013232234027681745,0.031809216147233504,0.026146274387779864,0.004383281440824096,0.012016666666666665,0.041666666666666664,0.041666666666666664,0.007833492906176088,1.6139892897854702,1.7704003635204197,0.29125418233579636,0.05275325845966035,1.0,1.0,0.0,0.0,0.07899999999999999,0.25,0.21428571428571427,0.049164654634260604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
7,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6485166666666666,0.8416666666666667,0.20416666666666672,0.033434550492965606,0.26975,0.3541666666666667,0.17500000000000002,0.03191362039422458,0.08173333333333334,0.14166666666666666,0.10416666666666666,0.018248165813460695,0.32765488692379646,0.44158527954074583,0.18675527182315366,0.033957060119222574,0.32757055332735857,0.44158527954074583,0.18675527182315366,0.03389780607892163,0.015465226686251023,0.043940078021528946,0.03325816328157903,0.005556846415486625,0.015416666666666664,0.04583333333333333,0.04583333333333333,0.010132798779760265,1.6329538860994435,1.8120492852524344,0.29373448989682793,0.053321613626390534,1.0,1.0,0.0,0.0,0.08157142857142857,0.25,0.25,0.054624693526436764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
8,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6527166666666667,0.8,0.16666666666666663,0.029996208093690774,0.2673000000000001,0.3625,0.14583333333333334,0.026737177612206314,0.07998333333333332,0.13333333333333333,0.09583333333333333,0.01781735265283694,0.31872876226195707,0.420738715021438,0.1906443540798202,0.0314547902255515,0.31920165524843686,0.420738715021438,0.1906443540798202,0.03181072037018963,0.013973736070115261,0.035625667350213025,0.02778478811388057,0.004589376160307565,0.01325,0.041666666666666664,0.041666666666666664,0.008885459407869065,1.5888192954297407,1.743749585214928,0.28866317428667476,0.04869488643247454,1.0,1.0,0.0,0.0,0.07999999999999999,0.32142857142857145,0.32142857142857145,0.05089003751587679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
9,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6503333333333332,0.7625,0.1958333333333333,0.031748140802957965,0.2693,0.35,0.17916666666666667,0.028570264261990996,0.08036666666666667,0.12916666666666668,0.09166666666666667,0.018060976963854666,0.3184287890377617,0.4039945247541838,0.17360217756485194,0.03321131005295869,0.3185069292817269,0.4039945247541838,0.17360217756485194,0.03320337129454335,0.01382588913790038,0.03012377810508596,0.0229573805508796,0.004643346192745307,0.013883333333333333,0.04583333333333333,0.041666666666666664,0.0082388139653445,1.6305513181208242,1.769630096694282,0.3062433796583366,0.053281457854160136,1.0,1.0,0.0,0.0,0.07971428571428571,0.25,0.25,0.04992565901990107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
10,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6505833333333333,0.7875,0.1791666666666667,0.03086496125598303,0.26863333333333334,0.3416666666666667,0.15000000000000002,0.027126637175375137,0.08078333333333333,0.12916666666666668,0.07916666666666666,0.015884487541134102,0.32267168165372756,0.4109524255622076,0.16711542973046342,0.03133821652504638,0.3228426821182135,0.4109524255622076,0.16711542973046342,0.031481657771534305,0.014550447384539622,0.03266316017469015,0.024371451341792468,0.004592876060955788,0.0145,0.058333333333333334,0.05416666666666667,0.008351646544245032,1.6244004560935257,1.7630045352305606,0.2852599297977054,0.05053491571547412,1.0,1.0,0.0,0.0,0.0797142857142857,0.25,0.25,0.049925659019901064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
11,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6468166666666666,0.8166666666666667,0.17500000000000004,0.03241342743027614,0.27365000000000006,0.3625,0.16666666666666666,0.02953429738832841,0.07953333333333333,0.12916666666666668,0.1,0.017993177719470357,0.3188093201267574,0.4200911192195974,0.18126531649814487,0.033412740072109315,0.31899377997447076,0.4200911192195974,0.18126531649814487,0.03345312724188679,0.013868747029131864,0.0350308440537015,0.02907659213276858,0.00476788217625721,0.013366666666666667,0.05,0.04583333333333333,0.008363213098644164,1.6193651540425467,1.7766654153933772,0.27051000699925565,0.05308922329319348,1.0,1.0,0.0,0.0,0.07614285714285714,0.25,0.25,0.04931386359693532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
12,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6476000000000001,0.7708333333333334,0.17083333333333328,0.0319407611403082,0.2732833333333333,0.35,0.1708333333333333,0.02945873290629528,0.07911666666666667,0.13333333333333333,0.09166666666666667,0.01816009820090923,0.3202427150731555,0.41653546634264166,0.17802587012511661,0.03233549306242741,0.32059544057773076,0.41653546634264166,0.17802587012511661,0.032746009798645,0.014146691228163909,0.03410908184610619,0.028130396105085154,0.004646491798725541,0.014183333333333334,0.07083333333333333,0.07083333333333333,0.009553198998822914,1.6052023755360438,1.7408881999345074,0.26459566821117986,0.05105281448035623,1.0,1.0,0.0,0.0,0.07642857142857142,0.2857142857142857,0.21428571428571427,0.050005101780534675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
13,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6495666666666667,0.8291666666666667,0.15416666666666667,0.03335342727683485,0.26935000000000003,0.35,0.16249999999999998,0.030828058107293537,0.08108333333333333,0.15833333333333333,0.125,0.018749259244626768,0.3221833291357401,0.4368955535926851,0.19329471268650517,0.033891385906801644,0.3216753233848483,0.4368955535926851,0.19329471268650517,0.03355042359770364,0.014393721446074885,0.04151171321989982,0.03520375378844291,0.005022495008027129,0.015133333333333335,0.05416666666666667,0.05416666666666667,0.008644780056324292,1.646494319750352,1.8015547014815434,0.26404680421428584,0.054988398677346326,1.0,1.0,0.0,0.0,0.08542857142857142,0.35714285714285715,0.35714285714285715,0.05676589950788039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
14,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6511166666666667,0.7708333333333334,0.15416666666666667,0.028933645351620203,0.27004999999999996,0.36666666666666664,0.16249999999999998,0.028018054694944276,0.07883333333333332,0.12916666666666668,0.08750000000000002,0.016262601951170737,0.31463752277677814,0.40055585738834937,0.16381461478004705,0.028787296016982676,0.31448983250112006,0.40055585738834937,0.16381461478004705,0.028730566946988566,0.013048732025742698,0.02899981371411632,0.0231793463741374,0.0037491161317850727,0.012883333333333333,0.05,0.041666666666666664,0.008228017852300625,1.5980917778477648,1.7355510225973834,0.24700133838804073,0.04614144108605605,1.0,1.0,0.0,0.0,0.07457142857142855,0.2857142857142857,0.21428571428571427,0.05030843642482048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
15,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6480166666666667,0.7791666666666667,0.1625000000000001,0.029375864053485967,0.2714666666666667,0.37083333333333335,0.15833333333333333,0.028720666194687525,0.08051666666666667,0.15,0.11250000000000002,0.018167347082059065,0.31790349531306406,0.41543207933208026,0.16675019646479447,0.02957722100894421,0.3180439198536703,0.41543207933208026,0.16675019646479447,0.029581162177351093,0.013543786318919743,0.03347366450919749,0.02188492329963704,0.0038597999636582237,0.01375,0.05,0.04583333333333333,0.008557404201430868,1.633441883721259,1.789758690713053,0.25669321002972545,0.04847067333876176,1.0,1.0,0.0,0.0,0.08399999999999999,0.2857142857142857,0.25,0.05331002892208435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
16,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6491166666666667,0.7875,0.16249999999999998,0.030360980989860432,0.2687833333333333,0.37916666666666665,0.16666666666666666,0.028585257466820977,0.08209999999999999,0.15,0.11249999999999999,0.01856687612090114,0.32475555344188956,0.4500602449170619,0.1731891331210305,0.031634365631453124,0.3247799505949656,0.4500602449170619,0.1731891331210305,0.0316393791744805,0.014796886915299243,0.04716106369217769,0.02931141959774389,0.00476908938463687,0.014583333333333334,0.04583333333333333,0.041666666666666664,0.008836870361037202,1.6533816546009126,1.8640177945574044,0.2964207842922706,0.05074177018486494,1.0,1.0,0.0,0.0,0.08257142857142856,0.25,0.25,0.05069234938049612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
17,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6482666666666667,0.8166666666666667,0.15416666666666667,0.03057179164596744,0.27183333333333337,0.37083333333333335,0.15833333333333333,0.029294481846700526,0.0799,0.13333333333333333,0.09583333333333333,0.01813578414810528,0.3110742805113271,0.39514920155295774,0.15053781109342596,0.030525975259210848,0.3112784409782333,0.39514920155295774,0.15053781109342596,0.030430187068464846,0.012455541898483226,0.026956443086000773,0.020794697434236415,0.003971325136280389,0.012183333333333334,0.04583333333333333,0.041666666666666664,0.008323143770368396,1.650552606436113,1.7894869232793602,0.2588509754468551,0.04970185386961244,1.0,1.0,0.0,0.0,0.08271428571428571,0.21428571428571427,0.21428571428571427,0.05141051270242819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
18,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6504833333333333,0.875,0.1875,0.03116002157323458,0.2707833333333334,0.35833333333333334,0.17916666666666667,0.02863681100339988,0.07873333333333332,0.13333333333333333,0.10416666666666666,0.018512938418546336,0.3200528798455464,0.44523310856740284,0.16862490929536855,0.03180826795960727,0.3201883326509023,0.44523310856740284,0.16862490929536855,0.03185062431056952,0.01414423841558022,0.045075491857099866,0.023275915408638968,0.004436945903148444,0.014283333333333332,0.05,0.04583333333333333,0.00847055356973662,1.6222376274501071,1.8134856712388632,0.2882555514352376,0.05153648727169382,1.0,1.0,0.0,0.0,0.081,0.25,0.25,0.05056032969409426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
19,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6514000000000001,0.8166666666666667,0.16249999999999998,0.030907316645451807,0.26776666666666665,0.375,0.1416666666666667,0.028725927119744785,0.08083333333333334,0.1375,0.10416666666666669,0.018951692976266442,0.3157813875433223,0.4117524210099486,0.17926952271030697,0.03149943790059932,0.31557758424466026,0.4117524210099486,0.17926952271030697,0.03185548968132508,0.013282484484522222,0.03223545434864851,0.024278001320336754,0.0042074481755419385,0.013666666666666666,0.04583333333333333,0.0375,0.008605553762283724,1.638663804142599,1.7714066578719048,0.28001014250492484,0.05153430776580568,1.0,1.0,0.0,0.0,0.07985714285714286,0.2857142857142857,0.2857142857142857,0.05565362998594292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
20,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6471666666666667,0.7833333333333333,0.16666666666666663,0.03178093418667516,0.27226666666666666,0.375,0.1875,0.02797371782385904,0.08056666666666666,0.13333333333333333,0.09583333333333333,0.018599910394049395,0.3229590027600265,0.42572607640122573,0.1866834202794843,0.033629811439828,0.3230323038073736,0.42572607640122573,0.1866834202794843,0.03366439341008652,0.014582550734116928,0.03734435851217841,0.03131519843458468,0.004984084747263404,0.013433333333333334,0.05,0.04583333333333333,0.008698084080225177,1.6105004189510828,1.7639163829062883,0.2704900104595529,0.052549968285446017,1.0,1.0,0.0,0.0,0.083,0.2857142857142857,0.21428571428571427,0.05094795263355555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
21,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6482,0.7958333333333333,0.16666666666666663,0.03323249748196618,0.2712,0.3541666666666667,0.14583333333333334,0.02960159530235566,0.08059999999999999,0.14583333333333334,0.09166666666666667,0.017417296639324436,0.32151516062024943,0.43895426421455164,0.16317926003209607,0.03273443683023265,0.32144861775327505,0.43895426421455164,0.16317926003209607,0.03282381662312091,0.014262512380334255,0.042127471561287405,0.025871595870903288,0.004835064385935201,0.013933333333333334,0.05416666666666667,0.041666666666666664,0.009038559373902213,1.6310797530989463,1.8066326732750881,0.2813443932282973,0.05417570759785837,1.0,1.0,0.0,0.0,0.08214285714285714,0.2857142857142857,0.21428571428571427,0.04951293378749534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
22,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6492833333333333,0.7583333333333333,0.1791666666666667,0.030424775174920267,0.2705833333333333,0.3458333333333333,0.14583333333333334,0.027878830080666345,0.08013333333333332,0.1375,0.09583333333333335,0.016808860097513388,0.31372247494821115,0.40502998894489844,0.18425134526634018,0.03070409996299797,0.3136547863337247,0.40502998894489844,0.18425134526634018,0.030643622869481774,0.012876687836209594,0.02996995866762883,0.025052036589799685,0.0039130913537968924,0.01295,0.041666666666666664,0.041666666666666664,0.00842484750933544,1.6260402736836406,1.7730965357541288,0.29411679552554726,0.050135770379916594,1.0,1.0,0.0,0.0,0.08028571428571428,0.2857142857142857,0.2857142857142857,0.05153877082313065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
23,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6479666666666667,0.8333333333333334,0.16666666666666663,0.031872645882567635,0.2714333333333333,0.3625,0.1708333333333333,0.028767284659256022,0.08059999999999999,0.13333333333333333,0.1,0.017504792994428062,0.3151500984858965,0.41146454954248457,0.1906908079569403,0.03193932600856329,0.3150011709196806,0.41146454954248457,0.1906908079569403,0.03196875112484427,0.01308987748730028,0.03182803439903394,0.026917553833088817,0.0042522906622821585,0.013683333333333334,0.04583333333333333,0.04583333333333333,0.008830329678003093,1.640970463563423,1.7905462708547368,0.2850273114919948,0.0522533828305586,1.0,1.0,0.0,0.0,0.07942857142857142,0.25,0.21428571428571427,0.04637117331150587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
24,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6486166666666666,0.8166666666666667,0.1708333333333334,0.029370057503821434,0.2694,0.35833333333333334,0.175,0.028742651234706932,0.08198333333333332,0.15,0.10833333333333334,0.018564369995594607,0.3284513385227313,0.41569508339302136,0.16697475221973296,0.0311472437168839,0.32852188483329586,0.41569508339302136,0.16697475221973296,0.031103720522728234,0.015525256085862138,0.03452130510844573,0.027771749761588943,0.004858488127252342,0.015866666666666668,0.058333333333333334,0.058333333333333334,0.009627737705885705,1.6343779561117753,1.7601830721059657,0.2470911517329415,0.047641262547515884,1.0,1.0,0.0,0.0,0.07871428571428571,0.25,0.25,0.053001540216357126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
25,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6512166666666667,0.775,0.16666666666666674,0.03223145892516261,0.2710333333333333,0.3541666666666667,0.16666666666666669,0.031560594276900285,0.07774999999999999,0.15,0.12083333333333332,0.017308676372784194,0.31853278135845303,0.4003187230549429,0.16794755204334605,0.031693688762812845,0.31855387680745684,0.4003187230549429,0.16794755204334605,0.031704190106067814,0.013885216987417105,0.029345193539579713,0.023061064057234137,0.004352279421843293,0.014533333333333332,0.058333333333333334,0.058333333333333334,0.009258869621431477,1.6198708233292214,1.7459987180988767,0.2673195626189606,0.051046720107991016,1.0,1.0,0.0,0.0,0.07328571428571427,0.25,0.21428571428571427,0.047612594800887184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
26,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6522833333333334,0.8375,0.18333333333333335,0.030661598313054574,0.2673666666666667,0.3458333333333333,0.15833333333333333,0.026086054171189293,0.08034999999999999,0.14583333333333334,0.09583333333333335,0.017956034268921037,0.3191319310565589,0.43058722576783914,0.20201610182039384,0.032382245697954976,0.319027633001829,0.43058722576783914,0.20201610182039384,0.03245220613878991,0.013959280720972946,0.03904532609675561,0.03361978342424228,0.004795416344719592,0.014333333333333332,0.05416666666666667,0.05416666666666667,0.008488554385497896,1.6070069809575875,1.7927800013373383,0.3186317307776012,0.0514295013016421,1.0,1.0,0.0,0.0,0.08199999999999998,0.2857142857142857,0.2857142857142857,0.0533613021901506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
27,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.65035,0.7833333333333333,0.19166666666666665,0.03123748193721411,0.2725166666666667,0.3458333333333333,0.15833333333333333,0.03145123650634069,0.07713333333333333,0.15416666666666667,0.125,0.01735748317649256,0.3167289432268956,0.4171866194311576,0.20654656618545134,0.030132408010807837,0.3165667062492727,0.4171866194311576,0.20654656618545134,0.03034303743218317,0.013493743275985057,0.03429454041690801,0.029764756802041895,0.004153491766357131,0.01365,0.05,0.05,0.008498186080962611,1.621826863975631,1.7619393594842683,0.29254732979492903,0.049018976990429,1.0,1.0,0.0,0.0,0.08028571428571428,0.2857142857142857,0.21428571428571427,0.04992974656291312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
28,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6504666666666667,0.825,0.15833333333333333,0.03102515108746451,0.2686666666666666,0.3541666666666667,0.15000000000000002,0.028062925324665956,0.08086666666666667,0.13333333333333333,0.09166666666666667,0.01697707604716169,0.3156026267497207,0.4137006858222519,0.17222047018712797,0.030863794101227502,0.3154692688211153,0.4137006858222519,0.17222047018712797,0.03093623404666727,0.013223857645580915,0.032785070023065736,0.026264694249875323,0.004207362757241391,0.013216666666666665,0.0625,0.0625,0.008674691797278897,1.6275569486931394,1.7749691760819821,0.2549724598953482,0.0510808159751096,1.0,1.0,0.0,0.0,0.07657142857142857,0.2857142857142857,0.21428571428571427,0.0512504853137798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
