seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,learning_mode,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
25,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.19385000000000002,0.775,0.4,0.11973186362312527,0.8061500000000001,0.9916666666666667,0.3999999999999999,0.11973186362312527,0.0,0.15416666666666667,0.0,0.0,0.5936218067757493,0.7405535259159503,0.31820475370788615,0.09417508015640666,0.5942382840155361,0.7405535259159503,0.31820475370788615,0.09450360802138263,0.19427453191446567,0.4117305038292532,0.35830265006525586,0.11797687060894846,0.1938333333333333,0.43333333333333335,0.4,0.11938046089894462,2.1980694023618987,2.4611758348522867,0.5617766145285246,0.16710731935946888,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
26,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18933333333333333,0.8375,0.375,0.09692336606251811,0.8106666666666668,0.9916666666666667,0.375,0.09692336606251811,0.0,0.16666666666666666,0.0,0.0,0.5966387634620354,0.737576004232285,0.29457507790455095,0.07521837451737313,0.5972903197811175,0.737576004232285,0.29457507790455095,0.07515356038778571,0.1874573265675526,0.40488260545212545,0.32769310129715085,0.0947592453129887,0.18941666666666668,0.43333333333333335,0.375,0.09694575373200555,2.18515755425483,2.4374115215914007,0.525463856922902,0.1350011298567924,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
27,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18641666666666667,0.7833333333333333,0.3375,0.08665308387151864,0.8135833333333332,0.9958333333333333,0.3375,0.08665308387151864,0.0,0.18333333333333332,0.0,0.0,0.5994033971625287,0.7396361444933461,0.2628264392123066,0.06707803658998451,0.5984749851626852,0.7396361444933461,0.2628264392123066,0.06737310294049668,0.18494680007846603,0.4077329081448418,0.31273650398681413,0.08466072542981944,0.18563333333333332,0.4041666666666667,0.3375,0.08627790369884207,2.2136195237075484,2.4668000510658574,0.47713639804923624,0.12075855569527823,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
28,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18,0.825,0.36666666666666664,0.08482088972259919,0.82,0.9958333333333333,0.3666666666666667,0.0848208897225992,0.0,0.17916666666666667,0.0,0.0,0.5950188996710903,0.730066487115369,0.2832871493682257,0.06591780065955834,0.595137133176117,0.730066487115369,0.2832871493682257,0.06594337183335179,0.17791205011457942,0.3855123705127266,0.3137025770894125,0.08009048572879901,0.17975,0.4083333333333333,0.36666666666666664,0.08493138570503708,2.2240044944476134,2.472360205318952,0.5174137398941858,0.11987864678925163,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
29,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.2000333333333333,0.7958333333333333,0.4166666666666667,0.12365554307564758,0.7999666666666666,0.9958333333333333,0.41666666666666663,0.12365554307564756,0.0,0.12083333333333333,0.0,0.0,0.5953364816007619,0.748485843178147,0.32526588436929216,0.09688265587653441,0.595552528753931,0.748485843178147,0.32526588436929216,0.09705974696602178,0.1989176519909751,0.4295665817372762,0.3771436821728625,0.12297265477774692,0.20016666666666666,0.44583333333333336,0.4166666666666667,0.12330168512861271,2.17607763432161,2.44815082238084,0.5770764329539559,0.17076039910127508,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
30,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18615000000000004,0.8208333333333333,0.35833333333333334,0.09053496715511514,0.8138500000000001,0.9958333333333333,0.3583333333333334,0.09053496715511514,0.0,0.1375,0.0,0.0,0.597389200303937,0.7377239970422534,0.2788508565677778,0.07023683527385256,0.5972864469185297,0.7377239970422534,0.2788508565677778,0.07028136462113373,0.18442654772180145,0.4037327146596878,0.31855472648252287,0.08784912261331519,0.1864,0.4166666666666667,0.35833333333333334,0.09022601866670414,2.2145276545401247,2.4692031914416566,0.5064838904298545,0.12710830504854417,1.0,1.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
31,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.20495,1.0,0.425,0.14160590952044025,0.7950499999999999,0.9958333333333333,0.42499999999999993,0.14160590952044025,0.0,0.15,0.0,0.0,0.5922550656347524,0.7518131627820439,0.3327634280385172,0.11157033573735882,0.5928769069495565,0.7518131627820439,0.3327634280385172,0.11162083097838373,0.20470672886290311,0.4363714756700129,0.3840266652535264,0.13837175634589208,0.20501666666666668,0.4583333333333333,0.425,0.14178685979705988,2.1622247799822225,2.4416604343736514,0.5858819110394864,0.19636775292120234,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
32,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17886666666666667,0.8125,0.35,0.0812569244912566,0.8211333333333333,1.0,0.35,0.0812569244912566,0.0,0.10833333333333334,0.0,0.0,0.5966480829843265,0.7345686464411519,0.27311654550724845,0.06258180256012696,0.596834040208417,0.7345686464411519,0.27311654550724845,0.06244709712365344,0.17887935582661998,0.3939912802441029,0.3129198939607277,0.07747486909482243,0.17975,0.4125,0.35,0.08166415812473807,2.2289732089327674,2.480784642231197,0.4862629944786232,0.11435798576396067,1.0,1.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
33,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.1872833333333333,0.8333333333333334,0.33333333333333337,0.09586750260414399,0.8127166666666666,0.9916666666666667,0.33333333333333337,0.09586750260414399,0.0,0.12083333333333333,0.0,0.0,0.5962058350895083,0.7358366709421958,0.2650769432337352,0.07411962846103735,0.5960609730056093,0.7358366709421958,0.2650769432337352,0.07429973034565913,0.1847266233830105,0.4000050247459358,0.31544202734726295,0.09345772459858782,0.18616666666666665,0.38333333333333336,0.33333333333333337,0.09567973197658484,2.2070513996200005,2.458115206169923,0.4756309430929715,0.13448184638463498,1.0,1.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
34,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18473333333333333,0.8416666666666667,0.3458333333333333,0.09096388782857122,0.8152666666666667,0.9958333333333333,0.3458333333333333,0.09096388782857122,0.0,0.11666666666666667,0.0,0.0,0.598108532145023,0.7390561971069045,0.26102421075223287,0.07030007879540368,0.5981484220785089,0.7390561971069045,0.26102421075223287,0.07031171985178343,0.18551126769524506,0.4057447690846836,0.3043205432982498,0.08865083105543119,0.18455,0.4125,0.3458333333333333,0.09105999396002616,2.2132681976065243,2.4669167008258697,0.48419775285181554,0.12756007031491057,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
35,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.16441666666666668,0.8125,0.2708333333333333,0.061472724303818956,0.8355833333333333,1.0,0.27083333333333337,0.06147272430381895,0.0,0.12083333333333333,0.0,0.0,0.5934971113645594,0.716920199828262,0.20450143280436034,0.046668391182352956,0.5931877550948998,0.716920199828262,0.20450143280436034,0.046539657529832114,0.16461874575225874,0.35294060879840533,0.23310722912252152,0.05580823875273281,0.16413333333333333,0.3416666666666667,0.2708333333333333,0.06171596227881406,2.240572182712068,2.4701274009608736,0.3816275282271677,0.08630081659922849,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
36,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17173333333333335,0.75,0.30833333333333335,0.07005966504820492,0.8282666666666667,1.0,0.30833333333333335,0.07005966504820492,0.0,0.12083333333333333,0.0,0.0,0.5947851579689424,0.7255705082279278,0.2437430450241192,0.053856963142694905,0.5945344368139394,0.7255705082279278,0.2437430450241192,0.053928131486060446,0.17060573894333664,0.3728871332392349,0.27935675986677166,0.06616106797403168,0.17085000000000003,0.3458333333333333,0.30833333333333335,0.06948670736191204,2.2066441179941787,2.4436428645039396,0.42301079713302636,0.09683929789349058,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
37,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17993333333333333,0.7833333333333333,0.2916666666666667,0.0674524194442934,0.8200666666666666,1.0,0.29166666666666674,0.06745241944429338,0.0,0.14583333333333334,0.0,0.0,0.6006841883405166,0.7404088478184002,0.22991182051890668,0.05202187405847757,0.6010868921790695,0.7404088478184002,0.22991182051890668,0.05236655654625433,0.1820575095727074,0.4078510714292726,0.28416029802414233,0.06729902287877544,0.18009999999999998,0.44583333333333336,0.2916666666666667,0.06683284289096858,2.1940218802657556,2.4435534162575916,0.400295145839912,0.0928907893192657,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
38,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18555000000000002,0.8208333333333333,0.3416666666666667,0.09480471302161676,0.81445,0.9958333333333333,0.3416666666666667,0.09480471302161676,0.0,0.14583333333333334,0.0,0.0,0.5964118060814867,0.7360077009324968,0.2635950456738102,0.07382274137602085,0.5958493639521568,0.7360077009324968,0.2635950456738102,0.07380138945701406,0.18385583647748996,0.39948897997935856,0.3093383995182163,0.09234772724300937,0.18523333333333336,0.4,0.3416666666666667,0.09469909069139881,2.2009539724012037,2.4538079784050795,0.48069063736256035,0.13247013453696166,1.0,1.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
39,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17898333333333336,0.7916666666666666,0.3625,0.08914583713094952,0.8210166666666666,0.9958333333333333,0.36249999999999993,0.08914583713094952,0.0,0.1125,0.0,0.0,0.5957232651574479,0.7298521787003474,0.28107307276772636,0.06834227480319344,0.5952158992612345,0.7298521787003474,0.28107307276772636,0.06875312325120318,0.17898641024196602,0.38458251863909504,0.31499313442576926,0.0838884109721837,0.17923333333333333,0.3875,0.3625,0.0889803099317796,2.195322114359504,2.4365812573561474,0.5052619124195015,0.1226595008243902,1.0,1.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
40,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18734999999999996,0.7708333333333334,0.41250000000000003,0.09113736427320392,0.81265,1.0,0.4125,0.09113736427320393,0.0,0.14166666666666666,0.0,0.0,0.6001872682534477,0.7460446567345439,0.3202344351283252,0.07133795887045442,0.6000267970793924,0.7460446567345439,0.3202344351283252,0.07117709367792172,0.1894575564356917,0.42132578403914867,0.3592374288392911,0.09041606329013151,0.18675,0.4666666666666667,0.3541666666666667,0.09047363796524746,2.2074226369933045,2.469056656350034,0.5782571812274437,0.12754769304811775,1.0,1.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
41,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17711666666666667,0.7875,0.3125,0.08678376864368129,0.8228833333333333,0.9833333333333333,0.3125,0.08678376864368129,0.0,0.14583333333333334,0.0,0.0,0.5935276477462565,0.7149642602797852,0.25132055171011775,0.06712606699232936,0.593198695871911,0.7149642602797852,0.25132055171011775,0.06700148003573127,0.17485361512149428,0.355081851747858,0.2945137486510869,0.08226896487718781,0.17608333333333334,0.4041666666666667,0.3125,0.08689077594569199,2.2195050359114643,2.4430968144130882,0.4457818719631841,0.12188928902950523,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
42,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17355,0.7958333333333333,0.3375,0.06906655606490501,0.82645,0.9916666666666667,0.3375,0.06906655606490501,0.0,0.10833333333333334,0.0,0.0,0.5952398543537777,0.7237386385969237,0.24620347945582777,0.05301282654342191,0.5954143104671276,0.7237386385969237,0.24620347945582777,0.05299153924107458,0.17207061260924025,0.3710334700849123,0.2808141404764961,0.06477848511110143,0.17405,0.3958333333333333,0.3375,0.06927100764389096,2.2519792745562097,2.4865476781848077,0.4692963112455162,0.09804368244672852,1.0,1.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
43,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18814999999999998,0.8208333333333333,0.37916666666666665,0.09430849054506645,0.8118500000000001,1.0,0.37916666666666665,0.09430849054506645,0.0,0.15,0.0,0.0,0.5975764966372304,0.7446490283402992,0.289425700090633,0.07357216509931004,0.5981259835961235,0.7446490283402992,0.289425700090633,0.07362705955425314,0.18764297719338652,0.41798077223264923,0.33066016733764364,0.09196652529999821,0.18866666666666668,0.42083333333333334,0.37916666666666665,0.09418524890401421,2.2131346309615867,2.4790515305282823,0.5341177109515514,0.13296344813427555,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
44,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18603333333333333,0.8375,0.425,0.10744088296981431,0.8139666666666667,1.0,0.42500000000000004,0.10744088296981431,0.0,0.14583333333333334,0.0,0.0,0.5961270055676705,0.7421822737260654,0.3220980706571729,0.08379143251396019,0.5967316183611066,0.7421822737260654,0.3220980706571729,0.08379539424500544,0.19026723852065822,0.41208142205224224,0.359219583926127,0.1038583488646837,0.18735,0.4375,0.425,0.10744464854053924,2.2275383677167384,2.4920297519875008,0.5954987336833364,0.15157245024992805,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
45,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18894999999999998,0.8125,0.3625,0.10091137613437512,0.8110499999999999,0.9916666666666667,0.36250000000000004,0.10091137613437512,0.0,0.1375,0.0,0.0,0.5969045576339566,0.7361104235274867,0.2733457861128459,0.07853773013076475,0.5970660553233847,0.7361104235274867,0.2733457861128459,0.07841430713978771,0.18866211291891158,0.40184928623228017,0.3136355307184303,0.09916909905616167,0.18938333333333332,0.4166666666666667,0.3625,0.10123539812404223,2.206296617035061,2.4605857616849494,0.5106256828632854,0.1415559022460787,1.0,1.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
46,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17865,0.8125,0.3708333333333333,0.08539985850886016,0.82135,0.9958333333333333,0.37083333333333335,0.08539985850886014,0.0,0.15,0.0,0.0,0.5955568882993976,0.7301419888237465,0.28401394746627395,0.06621782053953817,0.5960984938681402,0.7301419888237465,0.28401394746627395,0.06622888439578581,0.17927108593395194,0.3855635180437867,0.31625786272377665,0.08058402189648545,0.17846666666666666,0.3958333333333333,0.3708333333333333,0.08486383865411175,2.196283786260778,2.437618232860061,0.5155653255315014,0.11793807824629758,1.0,1.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
47,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18298333333333333,0.8,0.36250000000000004,0.09003673478703629,0.8170166666666666,1.0,0.36250000000000004,0.09003673478703629,0.0,0.1125,0.0,0.0,0.5963700454039663,0.7373820374778426,0.2785122436855513,0.06989508273920639,0.5958651471723121,0.7373820374778426,0.2785122436855513,0.06973369159281619,0.18134912067634462,0.400653589606071,0.3106846781179763,0.08684532332665916,0.18276666666666666,0.4083333333333333,0.36250000000000004,0.09003061824858376,2.2096037794944756,2.4644739695454496,0.5078441046440603,0.12623122511868984,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
48,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17526666666666665,0.7791666666666667,0.33749999999999997,0.08348360451143819,0.8247333333333332,1.0,0.3375,0.08348360451143819,0.0,0.14583333333333334,0.0,0.0,0.5944683071442912,0.7280154547160034,0.2569557482191883,0.06340843683793636,0.5946372540766954,0.7280154547160034,0.2569557482191883,0.06339639476320706,0.17487175768160262,0.3785883590571478,0.2892718335101714,0.07666291142685737,0.17581666666666668,0.3875,0.33749999999999997,0.08343635132376188,2.243299436499729,2.491120729264189,0.4695187225575137,0.1179268277068969,1.0,1.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
49,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17351666666666668,0.8166666666666667,0.2791666666666667,0.06571683574244883,0.8264833333333333,1.0,0.2791666666666667,0.06571683574244883,0.0,0.12083333333333333,0.0,0.0,0.5980326091932028,0.7302686889218974,0.21141137746467337,0.050387761991504465,0.5977887339133109,0.7302686889218974,0.21141137746467337,0.05036072089894743,0.17464257076851422,0.38386514328188365,0.25461628063578173,0.06313691262126589,0.17278333333333337,0.425,0.2791666666666667,0.06515486039685246,2.2047629103725237,2.4445963447168158,0.38007717179174394,0.09118961795101738,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
50,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.2054166666666667,1.0,0.45,0.14396626244444294,0.7945833333333333,1.0,0.44999999999999996,0.1439662624444429,0.0,0.12916666666666668,0.0,0.0,0.5929798812116212,0.7544174449130929,0.35092536033993355,0.11304474447611404,0.5922774508092942,0.7544174449130929,0.35092536033993355,0.11350914200284845,0.2053717523911626,0.44148824887784394,0.3901253771070165,0.1408178158662025,0.20328333333333334,0.4666666666666667,0.45,0.14329208805792454,2.18676901784396,2.4741198731429876,0.6372044574815365,0.20151774268884654,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
1,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6477166666666667,0.8333333333333334,0.14166666666666672,0.028079653567030422,0.2728666666666667,0.36666666666666664,0.17916666666666664,0.02791910934587038,0.07941666666666668,0.15,0.11249999999999999,0.017740607843776568,0.3232985483203622,0.4190837091675709,0.1672326139607248,0.028287139789772816,0.3232352526297731,0.4190837091675709,0.1672326139607248,0.02827251528051759,0.014458089220682441,0.0352432708802539,0.02836146837423493,0.004141115512051869,0.01465,0.05416666666666667,0.05416666666666667,0.009392801617314305,1.625031139296782,1.76551236484135,0.25379196393726167,0.045521871835055044,1.0,1.0,0.0,0.0,0.07914285714285713,0.25,0.25,0.04919432520782312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
2,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6500833333333333,0.7875,0.17916666666666659,0.03001492684204533,0.2713,0.3416666666666667,0.15,0.027839899425105688,0.07861666666666667,0.13333333333333333,0.09166666666666667,0.016224646888812918,0.3143835928677126,0.40692564952300064,0.17032152803011016,0.02967127121384626,0.31420102197522976,0.40692564952300064,0.17032152803011016,0.02971923868778605,0.012999078453432926,0.030718688383957003,0.023801275982909046,0.003864354787571878,0.01365,0.0625,0.0625,0.009610309857416437,1.6149077434675834,1.7704306872827908,0.29570701874914884,0.047865015364281664,1.0,1.0,0.0,0.0,0.08099999999999999,0.2857142857142857,0.2857142857142857,0.0516584149653732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
3,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6490666666666666,0.8,0.1875,0.029839217296854303,0.2683666666666667,0.37083333333333335,0.17916666666666667,0.02917664591187045,0.08256666666666665,0.12916666666666668,0.10416666666666669,0.01710168932526193,0.3182011844222907,0.40255011089379206,0.16797039630510358,0.02951335914732626,0.3181214775564711,0.40255011089379206,0.16797039630510358,0.02956381047130719,0.01349524415616491,0.02942129983007168,0.023751158455600493,0.004064536059099298,0.013266666666666666,0.0375,0.0375,0.008008398369489649,1.6286939427414084,1.7773999554364117,0.27812749975456663,0.047929486823418646,1.0,1.0,0.0,0.0,0.07785714285714283,0.25,0.25,0.04859768198049729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
